Bus_Name,Bus_Type,Starting_Time,Ending_Time,Total_Duration,Price,Seats_Available,Ratings,Route_Link,Route_Name
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,07:30,09h 30m,1200.0,33 Seats available,4.1,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:00,06:30,09h 30m,999.0,34 Seats available,4.1,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),21:16,06:01,08h 45m,900.0,24 Seats available,4.5,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Sangitam Travels Tanzanite,A/C Sleeper (2+1),21:00,04:30,07h 30m,2000.0,36 Seats available,4.2,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi Queen Prime,A/C Sleeper (2+1),19:30,05:00,09h 30m,900.0,28 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,NON A/C Sleeper (2+1),20:01,05:41,09h 40m,700.0,15 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),18:30,02:35,08h 05m,1000.0,23 Seats available,5.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Amrutyog Travels,A/C Sleeper (2+1),19:00,05:00,10h 00m,899.0,30 Seats available,4.2,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,04:00,09h 00m,500.0,25 Seats available,4.2,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:00,05:30,07h 30m,1070.0,21 Seats available,4.2,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,06:50,08h 50m,1000.0,27 Seats available,3.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:15,05:45,07h 30m,1150.0,21 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,03:20,09h 10m,900.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Indumati Travels,A/C Sleeper (2+1),21:00,05:00,08h 00m,900.0,26 Seats available,2.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,VE A/C Sleeper (2+1),21:32,05:32,08h 00m,900.0,19 Seats available,5.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),19:30,03:10,07h 40m,1083.0,5 Seats available,5.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,03:00,07h 00m,500.0,32 Seats available,5.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
PSR Travels Goa,A/C Sleeper (2+1),19:15,03:10,07h 55m,1199.0,23 Seats available,5.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
"National Travels,Goa",NON A/C Sleeper (2+1),19:00,03:30,08h 30m,700.0,18 Seats available,5.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),20:00,04:10,08h 10m,1000.0,27 Seats available,5.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,04:45,08h 45m,1000.0,33 Seats available,4.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),19:45,03:40,07h 55m,900.0,22 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Volvo Multi-Axle Sleeper A/C (2+1),22:45,08:15,09h 30m,1000.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Humsafar),Bharat Benz A/C Sleeper (2+1),19:30,03:45,08h 15m,900.0,11 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Zingbus Plus,VE A/C Sleeper (2+1),19:40,04:50,09h 10m,900.0,25 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),AC Sleeper (2+1),18:30,04:00,09h 30m,1000.0,26 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),19:00,02:55,07h 55m,900.0,16 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi Empress Stellar,NON A/C Sleeper (2+1),19:45,04:15,08h 30m,700.0,22 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),A/C Sleeper (2+1),17:30,03:30,10h 00m,1000.0,24 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
PVS Tours and Travels,A/C Sleeper (2+1),20:00,05:00,09h 00m,1100.0,21 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Giroba Travels (Kelkar),NON A/C Airbus (2+2),18:00,04:00,10h 00m,500.0,34 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,NON A/C Sleeper (2+1),21:02,06:17,09h 15m,700.0,21 Seats available,4.5,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels ( Gogte ),NON A/C Sleeper (2+1),21:15,05:45,08h 30m,2000.0,36 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Shreyas),NON A/C Sleeper (2+1),20:30,05:00,08h 30m,2000.0,30 Seats available,3.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Hans Travels (I) Private Limited,A/C Sleeper (2+1),12:30,21:45,09h 15m,600.0,24 Seats available,1.2,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels ( Ashray ),A/C Sleeper (2+1),22:02,06:32,08h 30m,900.0,18 Seats available,2.2,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,01:00,09h 30m,1000.0,30 Seats available,5.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,23:30,09h 30m,1000.0,16 Seats available,2.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:00,05:30,09h 30m,1000.0,36 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Anand Tours And Travels,Volvo Multi-Axle I-Shift A/C Sleeper (2+1),21:00,05:20,08h 20m,2900.0,41 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30,02:00,09h 30m,1000.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Shreyas),Bharat Benz A/C Sleeper (2+1),20:03,05:03,09h 00m,900.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Anand Tours And Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:00,20:00,--,2900.0,36 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Anand Tours And Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:45,22:45,--,2900.0,36 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels ( Ashray ),A/C Sleeper (2+1),22:02,07:32,09h 30m,900.0,22 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Vishal),A/C Sleeper (2+1),15:00,23:50,08h 50m,1000.0,24 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,04:15,09h 15m,1000.0,32 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,05:30,07h 00m,1000.0,30 Seats available,1.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,07:16,08h 45m,1000.0,26 Seats available,1.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Jolly Tours and Travels,A/C Sleeper (2+1),18:30,02:30,08h 00m,1499.0,30 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Giroba Travels (Shree),A/C Sleeper (2+1),19:00,04:00,09h 00m,1000.0,29 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Manish Sharma Travels,A/C Sleeper (2+1),17:30,04:00,10h 30m,1000.0,23 Seats available,3.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Naik Tours And Travels,NON A/C Sleeper (2+1),17:00,03:35,10h 35m,800.0,24 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Manish Roshan Travels,A/C Sleeper (2+1),19:00,05:30,10h 30m,1000.0,30 Seats available,2.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Manish Sharma Travels,A/C Sleeper (2+1),20:00,04:00,08h 00m,1000.0,29 Seats available,2.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Manish Travels,A/C Sleeper (2+1),18:00,04:30,10h 30m,1000.0,24 Seats available,2.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
VRL Travels,A/C Sleeper (2+1),19:30,04:00,08h 30m,800.0,20 Seats available,3.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Manish Travels,A/C Sleeper (2+1),17:00,03:30,10h 30m,1000.0,30 Seats available,0.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:31,11:45,01h 14m,150.0,38 Seats available,2.0,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,14:01,15:15,01h 14m,150.0,40 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),16:01,17:15,01h 14m,150.0,41 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99708,AC Seater (2+2),07:30,08:30,01h 00m,150.0,41 Seats available,4.7,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Goa Airport to Panaji
Kadamba Transport Corporation Limited (KTCL) - 151354,Volvo AC Seater 2+2,08:00,09:00,01h 00m,150.0,40 Seats available,5.0,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Goa Airport to Panaji
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45,14:45,01h 00m,150.0,41 Seats available,4.6,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Goa Airport to Panaji
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,17:00,01h 00m,150.0,42 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Goa Airport to Panaji
PSR Travels Goa,A/C Sleeper (2+1),19:15,10:00,14h 45m,1399.0,19 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,11:00,16h 00m,1450.0,22 Seats available,1.4,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:00,10:30,00h 30m,100.0,41 Seats available,1.0,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,Calangute (goa) to Panaji
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30,14:00,00h 30m,100.0,40 Seats available,1.0,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,Calangute (goa) to Panaji
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,16:00,00h 30m,100.0,41 Seats available,1.0,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,Calangute (goa) to Panaji
Kadamba Transport Corporation Limited (KTCL) - 159022,A/C Seater (2+3),08:00,08:25,00h 25m,150.0,42 Seats available,4.3,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159654,A/C Seater (2+3),08:15,08:45,00h 30m,150.0,42 Seats available,3.7,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15,10:45,00h 30m,150.0,42 Seats available,3.6,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30,11:00,00h 30m,150.0,47 Seats available,3.7,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30,12:30,02h 00m,400.0,47 Seats available,4.9,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159657,A/C Seater (2+3),11:15,11:45,00h 30m,150.0,47 Seats available,3.7,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30,12:00,00h 30m,150.0,47 Seats available,3.7,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),12:00,12:30,00h 30m,200.0,48 Seats available,5.0,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),12:30,13:25,00h 55m,200.0,47 Seats available,3.6,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),12:30,14:30,02h 00m,400.0,47 Seats available,4.3,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30,14:00,00h 30m,150.0,47 Seats available,4.0,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 161587,A/C Seater (2+1),14:45,15:15,00h 30m,150.0,15 Seats available,3.7,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,18:00,02h 00m,400.0,47 Seats available,3.0,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,16:25,00h 25m,150.0,47 Seats available,5.0,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:00,00h 30m,150.0,47 Seats available,5.0,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 161590,A/C Seater (2+1),20:00,20:30,00h 30m,150.0,15 Seats available,3.7,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159016,A/C Seater (2+3),21:00,23:00,02h 00m,400.0,47 Seats available,4.3,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159016,A/C Seater (2+3),21:00,21:55,00h 55m,200.0,47 Seats available,3.7,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 8355,Non AC Seater 2+2,15:00,01:03,10h 03m,450.0,35 Seats available,1.7,https://www.redbus.in/bus-tickets/goa-to-shimoga,Goa to Shivamogga
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,02:30,09h 00m,700.0,28 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-shimoga,Goa to Shivamogga
UNIQUE TOURS AND TRAVELS,A/C Seater Push Back (2+1),08:30,20:00,11h 30m,400.0,17 Seats available,3.4,https://www.redbus.in/bus-tickets/calangute-goa-to-goa,Calangute (goa) to Goa
Rajat Travels,A/C Seater / Sleeper (2+1),06:30,10:30,04h 00m,5000.0,42 Seats available,3.1,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),03:30,08:00,04h 30m,1250.0,18 Seats available,1.2,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
Shirdi Xpress,A/C Sleeper (2+1),08:15,11:30,03h 15m,419.0,10 Seats available,1.5,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
S R Travels,NON A/C Sleeper (2+1),01:00,06:00,05h 00m,799.0,9 Seats available,1.4,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),06:00,10:25,04h 25m,485.0,28 Seats available,4.6,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,21:30,04h 30m,550.0,11 Seats available,4.5,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),06:15,10:45,04h 30m,550.0,6 Seats available,4.4,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
AdRaj Travel,A/C Sleeper (2+1),22:30,05:30,07h 00m,560.0,28 Seats available,4.7,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,21:55,04h 45m,485.0,49 Seats available,4.5,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),21:30,04:30,07h 00m,460.0,37 Seats available,4.1,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jakhar Travels,A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,457.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),12:50,17:20,04h 30m,550.0,18 Seats available,3.8,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),13:45,19:45,06h 00m,500.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
M R Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),05:00,10:00,05h 00m,1020.0,13 Seats available,4.0,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,22:00,04:00,06h 00m,350.0,43 Seats available,3.6,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Kalpana Travels,NON AC Seater / Sleeper 2+1,22:00,04:54,06h 54m,300.0,27 Seats available,4.0,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Raj Travel,Bharat Benz A/C Seater (2+1),17:30,22:30,05h 00m,459.0,23 Seats available,3.9,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Raj Travel,Bharat Benz A/C Seater (2+1),08:30,14:10,05h 40m,504.0,6 Seats available,4.5,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,22:15,04:30,06h 15m,360.0,42 Seats available,4.0,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Ashok Travels,Non A/C Seater / Sleeper (2+1),23:15,05:30,06h 15m,300.0,40 Seats available,2.8,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Gajraj Travels,NON A/C Seater/ Sleeper (2+1),04:00,09:00,05h 00m,400.0,17 Seats available,3.8,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Rishabh Travels Milan,A/C Seater / Sleeper (2+1),21:00,02:15,05h 15m,667.0,38 Seats available,3.4,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,16:00,22:00,06h 00m,350.0,49 Seats available,2.5,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
JAIN TRAVELS REGD / MULTANI SONA,A/C Seater / Sleeper (2+1),04:30,10:00,05h 30m,350.0,15 Seats available,2.5,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Ravi Travels,Non A/C Seater / Sleeper (2+1),23:00,05:45,06h 45m,400.0,45 Seats available,2.5,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),17:30,23:55,06h 25m,500.0,33 Seats available,3.2,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Hans Travels (I) Private Limited,A/C Sleeper (2+1),05:00,11:00,06h 00m,500.0,21 Seats available,2.1,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Shrinath travel agency,AC Sleeper (2+1),22:00,03:30,05h 30m,550.0,36 Seats available,2.0,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Ravi Travels,Non A/C Seater / Sleeper (2+1),21:30,04:15,06h 45m,400.0,45 Seats available,5.0,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,02:40,08:40,06h 00m,300.0,36 Seats available,1.0,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain Travels Regd Udaipur,NON AC Seater / Sleeper 2+1,08:00,13:55,05h 55m,350.0,9 Seats available,3.4,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain Parshwanath Travels,A/C Seater / Sleeper (2+1),11:10,17:10,06h 00m,440.0,23 Seats available,2.9,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,23:15,06:30,07h 15m,350.0,37 Seats available,5.0,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
M R Travels,NON A/C Seater/ Sleeper (2+1),23:30,06:00,06h 30m,360.0,37 Seats available,2.3,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
M R Travels,A/C Sleeper (2+1),04:20,09:00,04h 40m,612.0,17 Seats available,2.4,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Chandra Travels (Apex Chandra Pvt Ltd),NON AC Seater / Sleeper 2+1,22:30,04:30,06h 00m,350.0,36 Seats available,3.4,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain Parshwanath Travels,NON A/C Sleeper (2+1),22:00,04:45,06h 45m,440.0,30 Seats available,5.0,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Lake City Travels,NON AC Seater / Sleeper 2+1,22:45,05:20,06h 35m,400.0,34 Seats available,1.3,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Kamlesh Travels,A/C Seater / Sleeper (2+1),21:00,02:45,05h 45m,700.0,35 Seats available,2.6,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Salasar vaishnav travels,Non A/C Seater / Sleeper (2+1),22:40,05:30,06h 50m,500.0,40 Seats available,2.4,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
RSRTC - 192566,Semi Deluxe Non AC Seater 2+2,04:45,09:15,04h 30m,250.0,35 Seats available,4.0,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
RSRTC - 146314,Super Luxury Volvo AC Seater Pushback 2+2,06:15,10:15,04h 00m,460.0,18 Seats available,3.4,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
RSRTC - 185141,Super Luxury Volvo AC Seater Pushback 2+2,07:15,11:15,04h 00m,460.0,28 Seats available,4.0,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
RSRTC - 193585,Express Non AC Seater 2+3,07:40,12:20,04h 40m,227.0,42 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
RSRTC - 192577,Express Non AC Seater 2+3,08:00,12:55,04h 55m,229.0,46 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
RSRTC - 174461,Express Non AC Seater 2+3,09:30,14:15,04h 45m,229.0,42 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
RSRTC - 179321,Express Non AC Seater 2+3,10:00,14:30,04h 30m,229.0,42 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
RSRTC - 193432,Express Non AC Seater 2+3,10:00,15:45,05h 45m,226.0,42 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
RSRTC - 179320,Express Non AC Seater 2+3,10:15,14:40,04h 25m,229.0,42 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
RSRTC - 164138,Express Non AC Seater 2+3,10:30,15:00,04h 30m,229.0,42 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
RSRTC - 177048,Semi Deluxe Non AC Seater 2+2,10:45,15:50,05h 05m,250.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
RSRTC - 182944,Express Non AC Seater 2+3,11:15,15:50,04h 35m,229.0,42 Seats available,1.0,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
